,Sex,Monthly Grocery Bill,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Body Type_obese,Body Type_overweight,Body Type_underweight,Diet_vegetarian,How Often Shower_twice a day,Heating Energy Source_electricity,Transport_public,Transport_walk/bicycle,Social Activity_often,Frequency of Traveling by Air_never,Frequency of Traveling by Air_rarely,Frequency of Traveling by Air_very frequently,Waste Bag Size_large,Waste Bag Size_medium,Waste Bag Size_small,Vehicle Type_electric,Vehicle Type_hybrid,Vehicle Type_lpg,Vehicle Type_petrol,Vehicle Type_unknown,Glass,Metal,Paper,Plastic,Oven
4535,1,1.4415646405366755,-0.061195588138651266,0.49008301237281443,-1.5675737875514397,1.3533142686523512,1.1146163198717975,1550,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
4536,1,-0.48283266956233944,2.7547577855245358,-1.0172463264814442,-1.0046702441905377,0.6729491443989947,-0.9467140871208866,4773,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4537,1,0.2647749185336808,0.03593115343275497,-1.5196894394328637,1.3876698150932953,0.809022169249666,1.66430442840318,2637,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4538,1,0.9154704118765132,-0.06625051149180995,0.49008301237281443,1.5283957009335207,-1.1640366910850675,0.8397722656061064,2004,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4539,0,1.2477404510303,-0.3421049001927555,-0.012360100578605121,-0.5824925866698614,1.0131317065256729,-0.809292059988041,3065,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
4540,1,0.6939570524406554,-0.2507552138821021,0.49008301237281443,-0.7232184725100869,-1.5042192532117458,-0.809292059988041,1560,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
4541,0,-1.147372747869913,0.6779064192839085,-0.5148032135300247,0.6840403858921679,-0.41563505440637555,1.5268824012703344,4015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
4542,1,0.638578712581691,-0.726640140986613,1.4949692382756534,1.1062180434128444,1.6254603183536935,1.389460374137489,2807,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
4543,0,-0.1782518003380349,-0.7060593816201811,-1.5196894394328637,0.8247662717323934,0.809022169249666,1.1146163198717975,2815,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
4544,1,-1.5350211268826641,1.5430204445816385,-0.5148032135300247,-1.708299673391665,1.0811682189510086,0.977194292738952,2208,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4545,1,1.5661659052193457,2.213880986736556,-0.012360100578605121,-1.5675737875514397,-0.4836715668317112,0.8397722656061064,3663,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0
4546,0,0.0986398989567874,-0.3901266720477631,0.992526125324234,-1.0046702441905377,-0.8238541289583894,1.2520383470046432,2503,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
4547,1,-0.37207598984441054,-0.6670642586100999,-0.5148032135300247,1.1062180434128444,-1.5042192532117458,-0.12218192432381292,1514,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4548,0,-0.6212785192097506,-0.7035319199436018,0.49008301237281443,-1.2861220158709887,0.1966935574216452,1.389460374137489,1638,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
4549,1,-1.1335281629051719,0.6883773319440228,0.992526125324234,-0.019589043308959476,0.5368761195483234,1.2520383470046432,1602,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4550,1,1.6630779999725334,1.7903506229326172,0.49008301237281443,1.2469439292530697,-1.5042192532117458,1.66430442840318,3625,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
4551,1,1.5384767352898634,0.3572798523121288,0.49008301237281443,-1.0046702441905377,0.3327665822723165,0.42750618420756953,3589,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4552,1,1.483098395430899,-0.1149944152544116,0.49008301237281443,1.1062180434128444,-0.9599271538090607,-0.809292059988041,2052,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4553,1,0.5693557877579853,-0.7219462835872513,-0.5148032135300247,1.5283957009335207,-0.27956202955570425,1.389460374137489,2603,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
4554,0,0.292464088463163,-0.697754864682849,1.4949692382756534,1.5283957009335207,1.6254603183536935,-0.9467140871208866,1872,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1
4555,0,-1.7011561464595577,-0.7244737452638307,0.49008301237281443,1.3876698150932953,-0.7558176165330537,1.66430442840318,1721,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4556,1,0.8324029020880666,-0.70497618375879,-1.5196894394328637,-1.5675737875514397,1.6254603183536935,-1.221558141386578,1262,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
4557,0,-1.1335281629051719,-0.70497618375879,0.49008301237281443,1.5283957009335207,0.40080309469765213,-0.5344480057223497,1944,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4558,1,0.4309099381105742,-0.6764519734088231,-0.5148032135300247,0.6840403858921679,1.0131317065256729,1.2520383470046432,3049,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
4559,1,-0.06749512062010597,-0.14496288941956667,-0.012360100578605121,0.6840403858921679,-0.8238541289583894,-0.25960395145665854,1317,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4560,1,-1.2719740125525831,2.140945664069552,0.49008301237281443,-1.708299673391665,0.7409856568243304,1.1146163198717975,2644,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
4561,0,-0.8704810485750907,-0.030143916112105033,0.992526125324234,1.5283957009335207,1.3533142686523512,1.389460374137489,2548,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4562,1,1.732300924796239,-0.4583681373154054,0.49008301237281443,0.8247662717323934,1.6254603183536935,-0.25960395145665854,1566,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
4563,1,1.1369837713123712,-0.1713207040467513,0.992526125324234,-1.5675737875514397,-0.21152551713036863,0.2900841570747239,1652,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
4564,0,0.8047137321585843,-0.70497618375879,-1.5196894394328637,1.5283957009335207,1.2852777562270155,-1.496402195652269,1124,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
4565,1,-0.0813397055848471,-0.7168913602340926,-1.0172463264814442,-1.708299673391665,-1.640292278062417,-1.6338242227851147,1935,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
4566,0,-0.039805950690623745,-0.4103463654603979,0.49008301237281443,1.1062180434128444,0.5368761195483234,-0.12218192432381292,3478,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
4567,1,-0.48283266956233944,1.8647302094148093,-0.012360100578605121,-1.0046702441905377,-0.3475985419810399,-0.6718700328551954,2999,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
4568,1,-1.3550415223410297,-0.7295286686169894,0.992526125324234,-1.2861220158709887,0.9450951941003373,-1.3589801685194234,2848,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
4569,0,-1.161217332834654,-0.7230294814486424,0.992526125324234,0.8247662717323934,-1.5722557656370815,-0.5344480057223497,3206,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
4570,1,-0.7043460289981973,2.8410525484820304,0.992526125324234,-0.30104081498941043,-1.1640366910850675,-0.809292059988041,4923,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
4571,1,-0.48283266956233944,-0.7168913602340926,0.992526125324234,0.8247662717323934,-0.6877811041077181,-1.496402195652269,1619,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4572,0,1.0400716765591833,1.2631943303889253,0.992526125324234,-0.7232184725100869,-1.5722557656370815,-0.9467140871208866,2886,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
4573,1,1.1092946013828888,-0.5688543191773024,-1.0172463264814442,-0.7232184725100869,0.06062053257097393,-0.5344480057223497,1272,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
4574,0,-1.147372747869913,-0.7010044582670225,0.992526125324234,0.121136842531266,0.40080309469765213,-0.809292059988041,2661,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
4575,1,0.48628827796953866,-0.7129196347423251,-0.5148032135300247,-0.019589043308959476,0.9450951941003373,0.977194292738952,1344,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4576,0,1.1923621111713356,-0.7020876561284136,-0.5148032135300247,0.40258861421171693,0.4688396071229878,0.0152401028090327,1390,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4577,0,-1.2996631824820652,-0.7111143049733398,1.4949692382756534,1.5283957009335207,-1.1640366910850675,0.0152401028090327,2453,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4578,0,1.4000308856424524,-0.19551212295115358,-0.5148032135300247,-0.019589043308959476,0.40080309469765213,-1.496402195652269,1840,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
4579,0,1.0400716765591833,1.2931628045540804,0.992526125324234,-0.30104081498941043,1.4213507810776866,1.389460374137489,2220,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
4580,0,-0.5935893492802684,-0.7280844048018011,-1.5196894394328637,-1.0046702441905377,0.26473006984698083,1.1146163198717975,2075,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
4581,1,-1.7150007314242988,-0.7186966900030779,-0.012360100578605121,-0.5824925866698614,-1.7083287904877527,-0.6718700328551954,1959,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0
4582,0,-0.09518429054958821,-0.719418821910672,0.992526125324234,-1.4268479017112141,0.06062053257097393,1.389460374137489,2330,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
4583,0,1.2200512811008177,2.1167542451651498,-0.5148032135300247,-0.16031492914918494,1.2852777562270155,0.0152401028090327,1637,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
4584,1,-0.09518429054958821,-0.7154470964189045,-0.5148032135300247,-0.7232184725100869,-0.41563505440637555,0.1526621299418783,2582,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
4585,0,1.1508283562771122,-0.7176134921416867,0.992526125324234,0.8247662717323934,1.2172412438016798,0.1526621299418783,1816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
4586,0,0.45859910804005644,-0.2215088716245411,-0.012360100578605121,-1.0046702441905377,0.8770586816750016,0.42750618420756953,3946,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1
4587,1,-0.7181906139629384,-0.543940768365306,-1.5196894394328637,-0.44176670082963587,1.0811682189510086,0.0152401028090327,1433,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
4588,0,1.37234171571297,-0.720140953818266,-0.012360100578605121,1.3876698150932953,0.809022169249666,-1.3589801685194234,1292,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
4589,0,-0.46898808459759833,-0.7226684154948454,-1.0172463264814442,1.1062180434128444,-0.27956202955570425,1.5268824012703344,1155,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
4590,1,1.5938550751488278,-0.3511315490376818,1.4949692382756534,1.6691215867737461,-1.096000178659732,-0.9467140871208866,1579,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4591,1,0.14017365385101074,1.0967429256884855,-1.0172463264814442,1.3876698150932953,1.3533142686523512,1.66430442840318,3348,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
4592,0,1.1923621111713356,2.7738942810757794,-0.5148032135300247,1.1062180434128444,0.9450951941003373,1.5268824012703344,4362,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4593,1,1.2892742059245232,0.9880620735955739,-1.5196894394328637,1.2469439292530697,-0.6197445916823825,1.1146163198717975,3556,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
4594,0,-1.3135077674468063,-0.7316950643397716,-1.0172463264814442,1.3876698150932953,-1.3681462283610746,0.7023502384732607,2710,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4595,1,0.4447545230753153,2.845746405881392,1.4949692382756534,1.2469439292530697,0.6049126319736591,0.7023502384732607,4736,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4596,0,0.015572389168340715,2.7894201170890525,-0.5148032135300247,0.5433145000519424,0.8770586816750016,0.2900841570747239,4747,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
4597,0,1.1785175262065943,-0.7085868432967605,0.992526125324234,1.5283957009335207,-1.5722557656370815,-0.6718700328551954,1384,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
4598,0,-1.5488657118474054,0.4558508576987232,0.49008301237281443,1.1062180434128444,0.06062053257097393,0.2900841570747239,2213,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4599,1,-0.4136097447386339,-0.5558559448406086,0.49008301237281443,-0.7232184725100869,-0.6197445916823825,-1.496402195652269,2086,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
4600,0,0.7631799772643609,1.9308052789596692,-1.0172463264814442,0.9654921575726189,0.40080309469765213,-1.221558141386578,1538,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4601,1,-0.801258123751385,-0.7298897345707864,0.992526125324234,-0.30104081498941043,-1.1640366910850675,-1.0841361142537322,1062,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
4602,0,-0.025961365725882632,-0.7302508005245835,-1.0172463264814442,1.3876698150932953,1.1492047313763443,-0.9467140871208866,1353,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
4603,1,-1.2858185975173242,-0.7302508005245835,0.49008301237281443,-0.30104081498941043,-1.7083287904877527,-0.25960395145665854,1162,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
4604,0,1.732300924796239,-0.5457460981342913,0.49008301237281443,0.5433145000519424,1.3533142686523512,0.2900841570747239,2761,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0
4605,0,0.5555112027932442,-0.7017265901746166,-1.0172463264814442,-0.8639443583503124,0.12865704499630956,-0.3970259785895041,1074,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
4606,0,-0.8704810485750907,-0.4988075241406749,0.49008301237281443,-0.44176670082963587,1.557423805928358,-1.221558141386578,2818,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4607,1,1.2338958660655588,-0.7132807006961221,-1.5196894394328637,0.26186272837149144,-0.4836715668317112,0.8397722656061064,1283,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4608,1,0.8185583171233254,-0.5778809680222287,0.992526125324234,1.5283957009335207,0.7409856568243304,-0.6718700328551954,2465,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
4609,1,1.344652545783488,-0.7205020197720631,0.992526125324234,-1.708299673391665,-0.3475985419810399,-0.6718700328551954,1691,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4610,0,1.5523213202546045,-0.5027792496324425,1.4949692382756534,-1.5675737875514397,-0.007415979854361704,-0.25960395145665854,2090,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4611,0,1.386186300677711,2.16441495106636,0.992526125324234,0.121136842531266,-0.6877811041077181,0.2900841570747239,5466,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
4612,1,0.08479531399204629,1.8358449331110454,-1.5196894394328637,-1.2861220158709887,0.6049126319736591,0.977194292738952,2858,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
4613,1,0.3893761832163508,-0.19009613364419783,-0.012360100578605121,-1.0046702441905377,1.4893872935030223,-0.12218192432381292,1608,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
4614,0,1.5661659052193457,2.720095453960019,1.4949692382756534,-0.44176670082963587,-0.21152551713036863,0.7023502384732607,2318,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
4615,1,-0.8427918786456084,-0.5262485366292506,0.992526125324234,-1.4268479017112141,-0.4836715668317112,-1.221558141386578,3192,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
4616,1,1.4554092255014168,2.729844234712539,-0.5148032135300247,-0.44176670082963587,-0.3475985419810399,1.5268824012703344,3592,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4617,0,0.5139774478990209,-0.7006433923132254,0.49008301237281443,1.3876698150932953,-0.41563505440637555,-1.3589801685194234,2491,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
4618,0,0.20939657867471634,-0.6991991284980372,0.49008301237281443,-0.30104081498941043,1.0131317065256729,-1.6338242227851147,1627,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
4619,0,0.9016258269117721,-0.7118364368809339,0.992526125324234,1.2469439292530697,1.0131317065256729,1.5268824012703344,1642,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
4620,1,-0.2613193101264816,-0.09874644733354439,-0.5148032135300247,-1.4268479017112141,0.12865704499630956,0.8397722656061064,1399,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4621,1,0.22324116363945745,-0.2485888181593198,-0.012360100578605121,-1.0046702441905377,-0.7558176165330537,0.5649282113404152,2433,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
4622,0,-0.8843256335398318,-0.7237516133562366,-0.012360100578605121,-1.2861220158709887,-1.5722557656370815,0.8397722656061064,2748,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
4623,1,0.887781241947031,-0.7056983156663841,-1.0172463264814442,0.26186272837149144,1.4893872935030223,0.5649282113404152,2032,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
4624,1,-0.8704810485750907,-0.5760756382532435,0.992526125324234,-1.1453961300307633,1.1492047313763443,1.5268824012703344,1899,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
4625,0,-0.2613193101264816,-0.5356362514279739,0.992526125324234,0.5433145000519424,-0.4836715668317112,1.66430442840318,3051,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
4626,1,-0.6489676891392329,-0.7280844048018011,0.992526125324234,0.8247662717323934,-0.41563505440637555,0.977194292738952,2108,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
4627,1,-0.2890084800559638,1.8188748332825841,-1.0172463264814442,0.6840403858921679,-0.7558176165330537,0.977194292738952,4605,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
4628,0,-1.631933221635852,-0.7089479092505575,-1.0172463264814442,0.121136842531266,1.2852777562270155,0.2900841570747239,1344,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
4629,0,-1.147372747869913,-0.03339350969627848,-1.0172463264814442,-0.7232184725100869,-1.2320732035104032,1.5268824012703344,1942,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
4630,1,1.5938550751488278,-0.011368486514658476,-1.5196894394328637,-0.16031492914918494,0.40080309469765213,0.977194292738952,1803,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4631,1,-0.1782518003380349,-0.0936915239803857,1.4949692382756534,0.40258861421171693,-0.6877811041077181,1.2520383470046432,1457,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
4632,0,-0.2474747251617405,-0.6352904546759595,-0.012360100578605121,-0.16031492914918494,0.1966935574216452,-1.3589801685194234,3080,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
4633,1,1.5938550751488278,0.8811865512716472,-1.0172463264814442,1.3876698150932953,1.4893872935030223,-1.496402195652269,2658,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
4634,0,0.08479531399204629,2.1918559635549357,-1.5196894394328637,-0.16031492914918494,0.5368761195483234,1.389460374137489,4135,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4635,0,0.1817074087452341,-0.602433452880428,1.4949692382756534,0.6840403858921679,-0.891890641383725,-1.496402195652269,2610,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
4636,0,-0.6905014440334561,-0.7298897345707864,-1.5196894394328637,1.5283957009335207,0.6049126319736591,0.8397722656061064,3065,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
4637,0,0.7216462223701376,0.3211732569324238,-1.5196894394328637,-1.4268479017112141,-0.9599271538090607,0.42750618420756953,1354,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
4638,0,-0.4412989146681161,-0.48364275408119883,-1.5196894394328637,0.6840403858921679,1.0811682189510086,-0.6718700328551954,2201,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4639,0,1.2615850359950411,-0.16373831901701325,0.49008301237281443,0.8247662717323934,-1.3001097159357389,1.1146163198717975,1814,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4640,1,-1.4657982020589586,2.237350273733364,-1.5196894394328637,-0.30104081498941043,0.06062053257097393,1.1146163198717975,2824,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
4641,0,-0.7043460289981973,-0.7176134921416867,-0.012360100578605121,0.121136842531266,0.4688396071229878,1.389460374137489,1884,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4642,0,0.1817074087452341,0.5959444477719783,0.49008301237281443,1.2469439292530697,1.4893872935030223,-1.3589801685194234,3900,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
4643,0,-0.5797447643155272,-0.5601887362861733,-1.0172463264814442,0.6840403858921679,0.8770586816750016,1.389460374137489,1765,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4644,0,1.6353888300430512,-0.595573199758284,0.992526125324234,0.8247662717323934,1.2172412438016798,1.389460374137489,1728,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
4645,0,-1.3273523524115476,2.19871621667708,-1.5196894394328637,-1.708299673391665,-0.3475985419810399,0.977194292738952,5221,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4646,1,-1.1196835779404308,-0.697754864682849,-0.012360100578605121,-1.1453961300307633,0.8770586816750016,-0.5344480057223497,933,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
4647,0,-0.9397039733987963,-0.7262790750328159,-1.5196894394328637,-1.4268479017112141,0.809022169249666,-0.6718700328551954,2191,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4648,1,-0.46898808459759833,-0.646122433289871,-0.5148032135300247,0.26186272837149144,1.0811682189510086,-0.6718700328551954,2711,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
4649,1,-0.538211009421304,-0.17240390190814242,0.992526125324234,-0.16031492914918494,-0.14348900470503298,-1.221558141386578,3128,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
4650,0,1.2338958660655588,-0.683673292484764,0.49008301237281443,-1.1453961300307633,0.06062053257097393,-0.809292059988041,2871,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4651,0,-0.49667725452708056,-0.7100311071119487,-0.5148032135300247,1.6691215867737461,-1.2320732035104032,0.5649282113404152,2871,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4652,1,0.22324116363945745,-0.5489956917184647,0.49008301237281443,-1.0046702441905377,-0.27956202955570425,-0.809292059988041,1834,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
4653,1,1.6353888300430512,-0.7241126793100336,-1.0172463264814442,-0.44176670082963587,0.40080309469765213,-1.496402195652269,1208,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
